"Sex","Age","Married","Education","Informal","Wages","Full_time","Union_member","Social_Group","Urban"
1,24,1,4,1,990,1,2,3,0
1,25,1,15,1,1750,1,1,3,0
1,50,2,0,1,750,1,1,9,0
1,21,1,4,1,1300,1,2,9,0
2,31,2,17,0,2250,1,2,3,0
1,27,1,12,1,1000,1,2,9,0
1,29,2,12,1,1200,1,2,9,0
1,34,2,8,1,150,1,2,3,0
2,28,2,0,1,500,1,2,3,0
2,41,2,8,1,670,1,1,3,0
2,41,2,8,1,268,1,1,3,0
1,37,2,12,0,1225,1,1,3,0
2,31,2,14,0,1055,1,1,3,0
2,36,2,14,0,438,1,1,3,0
2,36,2,14,0,73,1,1,3,0
2,39,3,8,0,642,1,2,3,0
1,18,1,4,1,500,1,2,3,0
2,25,1,17,1,645,1,2,3,0
2,55,3,0,1,360,1,2,3,0
1,40,2,0,1,800,1,2,3,0
1,30,2,0,1,1050,1,2,3,0
1,28,1,14,1,1400,1,2,3,0
1,25,1,8,1,1000,1,2,3,0
2,38,2,0,1,595,1,2,3,0
1,46,2,12,0,2500,1,1,3,0
1,46,2,12,0,1000,1,1,3,0
2,36,2,0,0,500,1,1,3,0
1,24,1,14,0,4500,1,1,3,0
2,52,3,0,1,400,1,2,3,0
1,17,1,12,1,250,1,2,3,0
1,31,2,12,0,910,1,2,3,0
1,31,2,12,0,152,1,2,3,0
2,25,2,8,0,560,1,2,3,0
2,25,2,8,0,80,1,2,3,0
1,45,2,12,0,1029,1,1,3,0
1,45,2,12,0,171,1,1,3,0
1,44,2,17,0,4900,1,2,9,0
2,52,3,0,1,256,1,1,3,0
1,18,1,8,1,360,1,2,3,0
1,52,2,0,0,2463,1,1,3,0
1,52,2,0,0,410,1,1,3,0
1,44,2,4,0,1921,1,1,3,0
1,44,2,4,0,320,1,1,3,0
1,49,2,4,1,600,1,2,3,0
1,49,2,17,0,4442,1,1,3,0
1,54,2,0,1,1770,1,2,2,1
1,56,2,4,1,440,1,2,2,1
1,26,2,12,1,750,1,2,2,1
1,38,2,2,1,1500,1,1,2,1
2,30,2,2,1,700,1,1,2,1
1,42,2,2,1,1750,1,1,3,0
1,43,2,0,1,1050,1,2,2,1
1,16,1,8,1,770,1,2,3,0
1,36,2,4,1,1400,1,2,1,0
1,24,1,12,1,1000,1,1,3,0
1,58,2,0,1,840,2,2,3,0
1,36,2,8,1,1050,1,2,9,0
2,62,3,8,1,420,2,2,9,0
1,43,2,8,1,1050,1,1,3,0
2,37,2,0,1,525,1,2,3,0
1,16,1,12,0,750,1,1,3,0
1,27,1,12,1,750,1,2,2,1
2,55,3,0,1,875,1,2,2,1
2,38,2,12,1,875,1,2,3,0
1,20,1,4,1,980,1,2,3,0
1,58,2,14,0,3250,1,1,3,0
1,50,2,4,1,1250,1,2,3,0
1,35,2,12,1,1155,1,2,3,0
1,52,2,0,1,1190,1,2,2,1
1,35,2,2,1,1050,1,2,3,0
1,45,2,14,0,3000,1,1,3,0
1,55,2,4,1,1200,1,2,2,1
1,30,1,4,1,1400,1,2,2,1
2,49,3,4,1,900,1,2,2,1
1,23,2,8,1,700,1,2,2,1
1,44,2,2,1,1190,1,2,2,1
2,38,2,4,1,840,1,2,2,1
1,46,2,0,1,1190,1,2,2,1
1,41,2,20,0,2800,1,1,3,0
1,48,2,4,1,1400,1,2,3,0
1,45,2,20,0,4000,1,2,2,1
1,44,2,20,0,4500,1,1,3,0
1,48,2,4,1,1400,1,2,2,1
1,47,2,2,1,1750,1,2,9,0
1,55,2,2,1,2100,1,2,9,0
1,23,1,17,1,750,1,2,9,0
2,52,2,4,1,680,1,2,3,0
1,53,2,12,1,910,1,2,3,0
1,30,2,8,1,1050,1,1,9,0
1,55,2,2,1,1200,1,2,9,0
1,21,1,8,1,1050,1,2,9,0
1,40,2,0,1,1500,1,2,3,0
1,47,2,2,1,1200,1,2,2,1
1,58,2,2,1,1050,1,2,2,1
1,34,2,12,1,1400,1,2,2,1
1,48,2,4,1,1050,1,2,3,0
1,42,2,20,0,2100,1,2,3,0
1,56,2,17,0,3733,1,1,3,0
2,42,3,8,1,700,1,2,3,0
1,45,2,8,1,1050,1,2,3,0
1,25,2,14,1,2100,1,2,2,1
1,22,1,8,1,1500,1,2,3,0
1,39,2,8,1,1670,1,2,1,0
1,35,2,8,1,400,1,2,3,0
2,30,2,8,1,210,1,2,3,0
1,25,2,12,1,1050,1,2,3,0
1,28,2,2,1,1600,1,2,3,0
1,20,1,12,1,750,1,2,3,0
2,28,2,2,1,460,1,2,3,0
1,38,2,0,1,1400,1,2,3,0
1,15,1,8,1,500,1,2,3,0
2,42,2,0,1,300,1,2,3,0
2,49,1,0,1,400,1,2,3,0
1,38,2,12,1,660,1,2,3,0
1,47,2,17,0,3750,1,1,3,0
2,37,2,17,1,1250,1,2,3,0
1,53,2,0,1,700,1,2,1,0
1,28,2,8,1,560,1,2,1,0
1,25,2,4,0,1500,1,1,2,1
2,55,3,0,1,700,1,2,2,1
1,30,2,12,0,1625,1,1,2,1
2,52,3,2,1,530,1,2,2,1
1,60,2,0,1,960,1,2,2,1
1,25,1,14,1,1100,1,2,2,1
1,20,1,12,1,1130,1,2,2,1
1,25,1,15,0,1400,1,2,3,0
1,29,2,0,1,700,1,1,2,1
1,57,2,0,1,700,1,1,2,1
1,20,1,8,1,500,1,2,2,1
1,30,2,0,1,1500,1,2,2,1
1,35,2,0,1,2100,1,2,2,1
1,45,2,0,1,1750,1,2,2,1
1,50,2,0,1,340,1,2,1,0
2,41,2,8,1,160,1,2,1,0
1,20,1,8,1,1200,1,2,1,0
1,35,2,0,1,1450,1,2,1,0
1,30,2,4,1,2100,1,2,3,0
1,55,2,0,1,1200,1,2,1,0
1,45,2,2,1,300,1,2,3,0
1,32,2,8,1,1633,1,2,3,0
1,40,2,4,1,1400,1,2,1,0
2,30,2,0,0,1125,1,2,1,0
1,40,2,0,1,1400,1,2,2,1
1,30,2,0,1,200,1,2,1,0
2,28,2,0,1,600,1,2,1,0
1,28,2,8,1,1400,1,2,1,0
1,60,2,0,1,700,1,2,2,1
1,32,2,4,1,1050,1,2,2,1
1,40,2,0,1,1400,1,2,1,0
1,58,2,17,0,4500,1,1,3,0
1,34,2,8,1,2100,1,2,9,0
1,70,2,12,0,1200,1,2,3,0
1,32,2,12,0,1200,1,2,3,0
1,26,1,17,0,1200,1,2,3,0
1,24,1,15,0,1200,1,2,3,0
1,46,2,12,1,1250,1,2,3,0
1,35,2,0,1,1350,1,2,9,0
2,30,2,0,1,1050,1,2,9,0
1,33,2,12,0,850,1,2,3,0
1,26,2,0,1,500,1,2,2,1
1,28,2,8,1,200,1,2,2,1
1,28,2,8,1,1250,1,2,2,1
1,40,2,8,1,1050,1,2,9,0
2,34,2,12,1,300,1,1,9,0
2,34,2,12,1,50,1,1,9,0
1,54,2,8,1,125,1,2,3,0
1,54,2,8,1,798,1,2,3,0
1,30,2,8,1,255,1,2,3,0
1,25,1,8,1,340,1,2,3,0
1,29,2,8,1,350,1,2,3,0
1,29,1,8,1,1775,1,2,3,0
2,40,2,0,1,728,1,2,3,0
1,30,2,2,1,1155,1,2,1,0
2,28,2,0,1,650,1,2,1,0
2,50,3,0,1,385,1,2,1,0
2,50,3,0,1,64,1,2,1,0
1,55,2,4,0,1699,1,1,3,0
1,55,2,4,0,283,1,1,3,0
1,30,1,17,0,2000,1,1,3,0
1,30,1,17,0,333,1,1,3,0
1,32,2,4,1,750,1,2,3,0
2,29,2,8,1,480,1,2,3,0
1,40,3,2,1,1000,1,2,3,0
1,25,2,4,1,800,1,2,3,0
1,18,1,8,1,800,1,2,3,0
2,35,3,12,0,50,1,1,2,1
2,35,3,12,0,350,1,1,2,1
1,55,2,0,1,450,1,2,3,0
1,23,1,8,1,1050,1,2,3,0
1,59,2,12,1,500,1,2,9,0
1,69,2,4,1,1190,1,2,2,1
1,39,2,12,1,1190,1,2,2,1
1,47,2,2,1,1190,1,2,9,0
1,33,2,8,1,1190,1,2,3,0
1,49,2,4,1,1190,1,2,9,0
1,46,2,20,0,5800,1,1,9,0
1,48,2,2,1,1750,1,2,9,0
1,41,2,4,1,1400,1,2,9,0
2,34,2,4,1,600,1,2,9,0
1,28,2,17,0,2500,1,1,9,0
1,45,2,8,1,1540,1,2,9,0
1,52,2,8,0,3740,1,1,9,0
1,53,2,12,0,5070,1,1,9,0
1,26,1,17,1,820,1,2,9,0
1,26,1,8,1,825,1,2,3,0
2,29,1,4,1,420,1,1,3,0
1,48,2,12,0,3720,1,1,1,0
1,43,2,8,1,800,1,2,3,0
1,56,2,4,1,1050,1,2,9,0
1,36,2,8,1,1260,1,2,9,0
2,50,2,15,0,3000,1,1,9,0
1,45,2,17,0,3500,1,1,9,0
1,75,2,0,1,1820,1,2,9,0
1,34,2,17,0,3700,1,2,3,0
1,34,2,17,0,617,1,2,3,0
1,28,2,2,1,1050,1,2,1,0
1,40,2,0,1,1050,1,2,3,0
1,42,2,2,1,840,1,2,3,0
1,26,1,8,0,937,1,2,2,1
1,26,1,8,0,375,1,2,2,1
1,51,2,0,1,1060,1,2,2,1
2,28,2,12,1,825,2,2,2,1
2,28,2,12,1,132,2,2,2,1
1,38,2,17,0,1300,1,2,2,1
1,38,2,17,0,535,1,2,2,1
1,20,1,8,1,650,1,2,2,1
1,18,1,8,1,825,1,2,2,1
2,38,3,0,1,400,1,2,2,1
2,45,4,0,1,400,1,2,3,0
2,24,1,17,1,1050,1,2,3,0
2,24,1,17,1,175,1,2,3,0
2,38,2,0,1,560,1,2,2,1
1,18,1,12,1,700,1,2,2,1
1,42,2,2,1,1050,1,1,3,0
2,30,1,14,0,300,1,1,3,0
2,30,1,14,0,50,1,1,3,0
2,56,2,14,0,1278,1,1,9,0
2,56,2,14,0,213,1,1,9,0
1,29,1,17,0,1668,1,2,3,0
1,29,1,17,0,278,1,2,3,0
1,50,2,0,1,1800,2,2,3,0
1,23,2,0,1,900,1,2,3,0
2,50,2,0,1,315,1,1,3,0
2,50,2,0,1,52,1,1,3,0
1,58,2,0,1,680,1,2,3,0
2,52,2,0,1,480,1,2,3,0
1,22,1,2,1,850,1,2,3,0
1,45,2,0,1,220,1,2,3,0
2,18,1,12,1,360,1,2,3,0
1,48,2,0,0,875,1,2,2,1
2,49,3,15,0,2100,1,1,3,0
1,45,2,4,1,1250,1,2,3,0
1,60,2,0,1,600,1,2,3,0
2,55,2,0,1,270,1,2,3,0
1,32,2,4,1,900,1,2,3,0
1,24,1,12,1,750,1,2,3,0
1,30,2,4,1,1050,1,2,3,0
2,40,2,2,1,420,1,2,2,1
1,28,2,4,1,1000,1,1,3,0
1,32,2,4,1,1575,1,1,3,0
1,25,1,2,1,1260,1,2,3,0
2,50,4,0,1,1050,1,2,3,0
2,22,1,14,1,780,1,2,2,1
2,37,2,14,1,700,1,1,3,0
1,56,2,2,1,1050,1,2,3,0
1,56,2,2,1,540,1,2,3,0
2,44,2,2,1,360,1,2,3,0
2,44,2,2,1,210,1,2,3,0
1,42,2,15,0,3000,1,1,9,0
1,20,1,12,1,1000,1,2,3,0
1,18,1,12,1,1000,1,2,3,0
1,26,1,15,1,1125,1,1,3,0
1,18,1,8,1,1000,1,2,3,0
1,50,2,12,0,3000,1,2,3,0
1,26,1,8,1,850,1,2,3,0
1,46,1,12,1,3500,1,2,9,0
2,38,3,0,1,700,1,2,2,1
1,19,1,4,1,560,1,2,2,1
1,48,2,2,1,850,1,2,3,0
1,20,1,12,1,850,1,2,3,0
1,59,2,2,1,840,1,2,3,0
2,50,2,0,1,500,1,2,3,0
1,26,2,12,1,500,1,2,3,0
1,40,2,20,0,4000,1,1,3,0
1,45,2,2,1,1400,1,2,2,1
2,36,2,4,1,1050,1,2,2,1
1,50,2,2,1,1400,1,2,2,1
2,46,2,0,1,1000,1,2,2,1
1,26,2,14,1,1800,1,2,2,1
1,40,2,2,1,1400,1,2,3,0
1,45,2,4,1,1540,1,2,3,0
2,40,2,4,1,1190,1,2,3,0
1,55,2,17,0,4200,1,1,9,0
2,42,2,2,1,850,1,2,3,0
2,42,2,2,1,340,1,2,3,0
1,46,2,2,1,1190,1,2,3,0
2,21,1,17,1,1400,1,2,2,1
1,43,1,8,1,1800,1,2,9,0
2,39,2,2,1,1800,1,2,2,1
1,45,2,0,1,1800,1,2,2,1
1,53,2,2,1,931,1,2,3,0
2,23,1,8,0,700,1,1,3,0
2,20,1,14,0,700,1,1,3,0
1,35,2,4,1,1750,1,2,3,0
2,52,3,2,1,950,1,2,3,0
1,28,2,8,1,2100,1,2,3,0
1,24,1,4,1,1470,1,2,3,0
1,23,1,8,1,1250,1,2,3,0
1,23,1,8,1,200,1,2,3,0
1,45,2,12,1,1600,2,2,3,0
1,22,1,12,1,150,2,2,3,0
1,22,1,12,1,1125,2,2,3,0
1,40,2,14,0,4200,1,1,3,0
2,38,2,8,1,900,1,2,9,0
1,38,2,12,1,1750,1,2,2,1
2,32,2,14,1,900,1,2,2,1
1,35,2,8,1,1160,1,2,2,1
2,28,2,4,1,600,1,2,2,1
1,30,1,8,1,1050,1,2,2,1
1,45,2,4,1,1750,1,2,2,1
2,40,2,12,1,1050,1,2,2,1
1,16,1,8,1,750,1,2,2,1
2,38,2,0,1,650,1,2,2,1
1,45,2,8,1,500,1,2,2,1
1,14,1,8,1,900,1,2,2,1
1,34,2,12,1,1400,1,2,2,1
1,42,2,20,0,3500,1,2,9,0
1,38,2,12,1,560,1,2,2,1
2,47,3,4,1,480,1,2,2,1
1,20,1,8,1,440,1,2,2,1
2,35,2,4,1,700,1,2,3,0
2,52,2,0,0,1264,1,2,3,0
2,60,3,0,1,220,1,2,2,1
1,50,2,2,1,460,1,2,2,1
1,23,1,8,1,600,1,2,2,1
1,22,1,8,1,450,1,2,2,1
1,50,2,4,1,520,1,2,2,1
1,23,1,8,1,520,1,2,2,1
2,46,2,0,1,270,1,2,3,0
1,40,2,0,1,700,1,2,1,0
1,42,2,0,1,1500,1,2,3,0
2,45,2,12,0,933,1,1,3,0
1,45,2,0,1,1600,1,2,3,0
1,20,1,4,1,1050,1,2,3,0
1,50,2,2,1,2150,1,2,3,0
2,42,2,17,0,3963,1,1,3,0
1,36,2,17,0,3450,1,1,3,0
1,35,2,4,1,1750,1,2,2,1
2,28,2,0,1,1050,1,2,2,1
1,47,2,0,1,2600,1,2,2,1
1,22,1,8,1,700,1,2,2,1
1,40,2,2,1,1600,1,2,2,1
2,56,3,0,1,550,1,2,2,1
1,32,2,20,0,11200,1,1,2,1
1,27,2,17,0,2315,1,1,2,1
1,25,1,12,0,1270,1,2,2,1
2,18,1,8,1,1200,1,2,2,1
2,45,3,12,1,750,1,2,9,0
1,75,2,0,1,840,1,2,2,1
2,65,2,0,1,560,1,2,2,1
1,25,1,12,1,1400,1,2,2,1
1,40,2,4,1,1600,1,2,2,1
2,37,2,8,1,1120,1,2,2,1
1,23,1,12,1,780,1,1,3,0
2,19,1,14,0,1125,1,2,3,0
1,38,2,8,1,1500,1,2,9,0
1,25,2,8,1,2500,1,2,9,0
1,28,2,12,1,1120,1,2,3,0
1,38,2,8,1,2500,1,2,3,0
1,39,2,0,1,1750,1,1,3,0
1,45,2,17,0,4500,1,1,3,0
1,24,2,15,0,2500,1,2,3,0
1,38,2,4,1,1680,1,2,3,0
1,18,1,8,0,1750,1,2,3,0
1,38,2,14,0,1399,1,2,3,0
1,38,2,14,0,233,1,2,3,0
2,34,3,12,0,1600,1,2,2,1
2,34,3,12,0,267,1,2,2,1
2,28,2,12,0,859,1,1,3,0
2,28,2,12,0,143,1,1,3,0
1,25,1,14,1,600,1,2,3,0
1,21,1,12,1,600,1,2,3,0
2,30,2,4,1,400,1,2,3,0
2,39,2,2,1,700,1,2,3,0
1,20,1,12,1,300,1,2,3,0
1,43,2,0,1,1290,1,2,3,0
2,36,2,4,1,450,1,2,3,0
1,28,2,0,1,1400,1,2,3,0
1,22,1,8,1,1420,1,2,3,0
2,42,3,0,1,700,1,2,3,0
1,43,2,0,1,1155,1,2,3,0
2,38,2,0,1,525,1,2,3,0
2,23,1,8,0,1000,1,2,3,0
1,48,2,12,0,3400,1,1,3,0
1,25,1,12,0,699,1,2,3,0
1,25,1,12,0,116,1,2,3,0
1,20,1,8,0,533,1,2,3,0
1,20,1,8,0,88,1,2,3,0
1,50,2,8,1,1000,1,2,3,0
1,20,1,12,1,1000,1,2,3,0
1,55,2,17,0,5000,1,1,3,0
1,55,2,4,1,1400,1,2,3,0
1,42,2,4,1,1200,1,2,3,0
2,36,2,0,1,750,1,2,3,0
1,35,2,20,0,4500,1,1,3,0
1,40,2,8,1,1750,1,2,3,0
1,39,2,8,1,1190,1,2,3,0
2,35,3,0,1,840,1,2,3,0
1,50,2,4,1,1750,1,2,2,1
1,35,2,12,1,1540,1,2,3,0
1,38,2,4,1,1400,1,2,3,0
2,35,2,2,1,840,1,2,3,0
1,45,2,2,1,1200,1,2,9,0
1,45,2,2,1,1400,1,2,2,1
1,50,2,4,1,1660,1,2,9,0
1,35,2,8,1,1000,1,2,3,0
1,48,2,0,1,1200,1,2,3,0
1,21,1,8,1,1210,1,2,3,0
1,25,2,12,1,2300,1,2,9,0
1,55,2,4,0,1320,1,2,3,0
1,23,1,8,1,1100,1,2,3,0
1,22,1,12,1,1000,1,2,3,0
1,25,1,8,1,950,1,2,3,0
1,20,1,14,1,1100,1,2,3,0
1,30,2,2,1,1631,1,2,2,1
2,28,2,0,1,900,1,2,2,1
1,55,2,0,1,760,1,2,1,0
1,55,2,0,1,500,1,2,1,0
2,50,2,0,1,900,1,2,1,0
1,32,2,2,1,600,1,2,1,0
1,32,2,2,1,400,1,2,1,0
2,30,2,4,1,575,1,2,1,0
1,30,2,4,1,1750,1,2,1,0
1,32,2,2,1,1400,1,2,1,0
2,28,2,2,1,750,1,2,1,0
1,21,2,2,1,1631,1,2,2,1
2,20,2,2,1,900,1,2,2,1
1,25,1,8,1,1750,1,2,1,0
1,40,3,2,1,1750,1,2,1,0
1,20,2,2,1,1500,1,2,2,1
2,18,2,2,1,900,1,2,2,1
1,34,2,2,1,1500,1,2,2,1
2,28,2,2,1,900,1,2,2,1
1,38,2,17,0,5900,1,1,3,0
1,27,1,15,0,3617,1,1,3,0
1,46,2,17,0,3383,1,1,3,0
1,54,2,14,0,3407,1,1,3,0
1,52,2,0,1,1350,1,2,2,1
2,47,2,0,1,450,1,2,2,1
1,26,2,8,1,625,1,2,2,1
1,49,2,4,1,480,1,2,2,1
2,43,2,0,1,450,1,2,2,1
1,58,2,15,0,2863,1,1,3,0
1,58,2,15,0,477,1,1,3,0
2,48,3,0,1,600,1,2,3,0
1,25,1,12,1,1320,1,2,3,0
1,28,2,8,1,880,1,2,1,0
1,22,1,14,0,1714,1,1,3,0
1,22,1,14,0,686,1,1,3,0
1,40,2,14,0,1399,1,1,3,0
1,40,2,14,0,233,1,1,3,0
1,35,2,2,1,1260,1,2,3,0
1,35,2,2,1,1470,1,2,3,0
1,27,2,8,1,1500,1,2,1,0
1,26,1,8,1,117,1,2,3,0
1,26,1,8,1,822,1,2,3,0
1,28,2,4,1,1920,1,2,3,0
1,37,2,4,1,1800,1,2,3,0
2,53,3,0,1,700,1,2,3,0
1,27,1,8,1,600,1,2,1,0
1,19,1,12,0,1125,1,2,1,0
1,41,2,12,0,3500,1,1,3,0
2,33,2,0,1,1000,1,2,2,1
1,35,2,8,1,1000,1,2,3,0
2,26,2,8,1,750,1,2,3,0
1,28,2,8,1,1500,1,2,2,1
1,38,2,8,1,1400,1,2,3,0
1,55,2,0,1,875,1,2,2,1
2,46,2,2,1,560,1,2,2,1
1,25,1,12,0,1200,1,2,2,1
1,22,1,12,0,1100,1,2,2,1
1,35,2,12,1,700,1,2,9,0
2,29,2,0,1,560,1,2,9,0
1,45,2,2,1,800,1,2,3,0
1,28,2,8,1,1260,1,2,3,0
1,65,2,8,1,1750,1,2,2,1
1,35,2,8,1,1500,1,2,2,1
1,35,2,2,1,1000,1,2,3,0
1,55,2,8,1,1800,1,2,3,0
1,27,1,8,1,1500,1,2,3,0
1,55,2,4,1,1500,1,2,2,1
1,25,1,12,1,1250,1,2,2,1
1,60,2,0,1,1750,1,2,2,1
2,42,4,2,1,400,1,1,3,0
1,24,2,0,1,800,1,2,3,0
2,60,2,0,1,420,1,2,3,0
1,48,2,12,1,1000,1,2,3,0
1,55,2,0,0,1000,1,1,2,1
1,24,2,8,0,800,1,1,2,1
2,21,1,15,1,500,2,2,3,0
2,22,1,15,1,500,2,2,3,0
2,23,1,17,1,500,2,2,3,0
2,21,1,15,1,500,2,2,3,0
2,20,1,15,1,500,2,2,3,0
1,37,2,20,0,4625,1,2,9,0
1,45,2,12,1,931,1,2,3,0
1,45,2,12,1,700,1,2,3,0
2,54,2,0,1,420,1,2,3,0
1,22,1,14,1,500,1,2,3,0
2,36,3,8,1,160,1,2,1,0
1,42,4,4,1,1400,1,2,3,0
1,38,3,4,1,900,1,2,3,0
1,18,1,12,1,840,1,2,3,0
1,45,2,12,1,1400,1,2,3,0
2,37,2,12,1,840,1,2,3,0
1,47,2,17,0,4900,1,1,9,0
1,27,1,14,1,700,1,2,3,0
1,27,1,14,1,100,1,2,3,0
1,32,2,14,1,700,1,2,3,0
2,28,2,0,1,700,1,2,3,0
1,35,2,8,1,700,1,2,3,0
2,30,2,0,1,540,1,2,3,0
1,31,2,15,0,3000,1,2,3,0
1,51,2,15,0,5000,1,1,9,0
1,35,2,12,1,1000,1,2,3,0
1,30,2,12,1,1050,1,2,3,0
2,46,2,0,0,800,1,1,2,1
1,25,1,15,0,3000,1,1,2,1
2,42,2,0,1,700,1,2,2,1
1,31,2,12,1,1050,1,2,2,1
2,28,2,0,1,700,1,2,2,1
1,32,2,8,1,600,1,2,3,0
1,26,2,8,1,980,1,2,3,0
1,24,1,8,1,700,1,2,3,0
1,30,2,17,0,4000,1,1,3,0
1,45,2,0,1,1050,1,2,2,1
2,38,2,0,1,350,1,2,2,1
1,20,1,2,1,350,1,2,2,1
1,36,2,8,1,1050,1,2,3,0
1,28,2,0,1,1050,1,2,3,0
1,32,2,0,1,1400,1,2,3,0
2,38,3,0,1,700,1,2,3,0
1,53,2,17,0,5875,1,1,3,0
2,46,2,14,0,4575,1,1,3,0
1,35,2,17,1,750,1,2,3,0
1,28,2,12,1,750,1,2,3,0
1,23,1,12,1,750,1,2,3,0
1,50,2,2,1,750,1,2,3,0
2,42,2,0,1,700,1,2,3,0
1,36,2,0,1,1050,1,2,3,0
1,23,2,8,1,600,1,2,1,0
2,19,2,0,1,300,1,2,1,0
2,16,1,4,1,350,1,2,1,0
2,60,3,0,1,100,1,2,1,0
1,48,2,20,0,2800,1,2,3,0
1,50,2,4,1,980,1,2,3,0
1,27,2,8,1,583,1,2,3,0
1,25,2,4,1,606,1,2,3,0
1,20,1,8,1,606,1,2,3,0
1,30,2,2,1,600,1,1,3,0
1,30,2,2,1,100,1,1,3,0
2,50,3,0,1,320,1,2,3,0
1,28,2,0,1,800,1,2,3,0
1,32,2,2,1,840,1,2,3,0
2,32,2,8,1,1225,1,1,3,0
1,40,2,0,1,900,1,2,3,0
1,15,1,2,1,1050,1,2,3,0
1,37,2,17,1,980,1,2,3,0
1,34,2,0,1,486,1,2,3,0
2,30,2,0,1,400,1,2,3,0
1,55,2,0,1,300,1,2,3,0
1,55,2,0,1,450,1,2,3,0
2,45,2,0,1,240,1,2,3,0
2,45,2,0,1,200,1,2,3,0
1,58,2,17,0,3733,1,1,3,0
1,64,2,0,1,350,1,2,2,1
2,55,2,0,1,210,1,2,2,1
1,38,1,15,0,1000,1,2,2,1
1,48,2,2,0,2903,1,1,2,1
1,25,2,17,1,2100,1,2,2,1
1,70,3,0,1,360,1,2,2,1
1,40,2,14,1,210,1,2,2,1
1,41,2,15,0,2683,1,1,9,0
2,30,2,20,0,3000,1,1,3,0
2,29,2,12,1,700,1,1,3,0
1,35,2,14,1,1050,1,1,3,0
1,40,2,0,1,490,1,2,3,0
2,38,2,0,1,350,1,2,3,0
1,55,2,0,1,1050,1,2,3,0
1,30,2,0,1,1000,1,2,2,1
1,28,2,0,1,1080,1,2,2,1
1,38,2,4,1,840,1,2,2,1
2,36,2,0,1,700,1,2,2,1
1,58,2,0,0,4700,1,1,3,0
1,34,2,20,0,6750,1,1,9,0
2,36,2,0,1,490,1,2,1,0
1,30,2,14,1,1400,1,2,3,0
2,28,2,17,0,584,1,1,3,0
1,20,1,15,1,933,1,2,3,0
1,28,2,12,1,816,1,1,3,0
1,25,1,0,1,1400,1,2,3,0
2,30,2,0,1,560,1,2,3,0
1,25,1,8,1,1050,1,2,2,1
1,28,2,0,1,1050,1,2,2,1
2,25,2,0,1,490,1,2,2,1
1,35,2,2,1,1500,1,2,2,1
1,23,1,4,1,900,1,2,2,1
1,30,1,14,1,900,1,2,9,0
1,26,1,17,1,1050,1,2,9,0
1,48,2,2,1,900,1,2,2,1
1,24,2,8,1,1080,1,2,2,1
1,46,2,2,1,880,1,2,2,1
1,20,1,12,1,1000,1,2,2,1
1,19,1,8,1,720,1,2,2,1
1,52,2,8,1,581,1,2,3,0
1,27,1,17,0,2800,1,1,3,0
2,28,2,8,1,840,1,2,3,0
1,26,2,17,1,1050,1,2,3,0
1,48,2,0,1,1050,1,2,2,1
1,24,2,4,1,1050,1,2,2,1
1,50,2,0,1,1050,1,2,1,0
1,18,1,12,1,750,1,2,3,0
1,18,1,12,1,400,1,2,3,0
1,55,2,0,1,900,1,2,1,0
1,21,1,4,1,840,1,2,3,0
2,38,3,0,1,700,1,2,9,0
1,19,1,12,1,900,1,2,9,0
1,22,1,12,1,700,1,2,9,0
1,20,1,8,1,700,1,2,9,0
1,39,2,4,1,1050,1,1,3,0
2,35,2,4,1,500,1,2,3,0
2,52,3,2,1,480,1,2,3,0
1,29,2,8,1,700,1,2,3,0
1,45,2,8,1,400,1,2,3,0
1,45,2,8,1,700,1,2,3,0
2,43,2,4,1,160,1,1,3,0
1,49,2,0,1,400,1,2,3,0
2,45,2,0,1,400,1,2,3,0
1,22,1,8,1,600,1,2,3,0
1,23,1,8,1,300,1,1,9,0
1,55,3,4,1,600,1,2,3,0
1,25,2,8,1,1050,1,2,3,0
1,21,1,8,1,910,1,2,3,0
1,18,1,8,1,780,1,2,3,0
1,32,2,0,1,600,1,2,3,0
2,58,3,0,1,450,1,2,3,0
1,46,2,14,0,3500,1,2,9,0
1,50,2,0,0,500,1,1,1,0
1,50,2,0,0,200,1,1,1,0
2,60,3,0,1,500,1,2,2,1
1,30,2,12,1,600,1,2,2,1
1,48,2,8,1,600,1,2,9,0
2,40,2,0,1,480,1,2,9,0
1,20,1,12,1,300,1,2,9,0
1,26,2,0,1,500,1,2,2,1
1,46,2,15,0,2100,1,1,2,1
1,20,1,14,1,1050,1,2,9,0
1,44,2,2,1,840,1,2,3,0
2,36,2,0,1,700,1,2,3,0
1,17,1,12,1,840,1,2,3,0
1,24,1,15,1,583,1,2,9,0
2,36,3,0,1,150,1,2,2,1
1,18,1,2,1,300,1,2,2,1
1,15,1,2,1,300,1,2,2,1
1,45,2,17,1,539,1,2,9,0
1,48,2,17,0,3893,1,1,9,0
1,38,2,17,0,3677,1,1,2,1
1,24,2,15,0,4200,1,1,3,0
1,19,1,12,0,840,1,2,3,0
1,30,2,0,0,938,1,2,3,0
1,28,1,15,0,1750,1,1,3,0
2,50,3,0,1,770,1,2,3,0
2,50,2,0,0,770,1,2,3,0
1,45,2,17,0,7000,1,2,3,0
1,25,1,8,1,1400,1,2,9,0
1,24,1,12,1,1400,1,2,9,0
1,23,1,2,1,1400,1,2,9,0
1,48,2,0,0,1400,1,1,2,1
1,23,2,4,1,1000,1,1,2,1
1,23,2,4,1,400,1,1,2,1
1,21,1,8,1,1862,1,2,2,1
