"Sex","Age","Married","Education","Informal","Wages","Full_time","Union_member","Social_Group","Urban"
1,36,2,8,1,700,1,2,9,0
1,62,2,2,1,1400,1,2,9,0
1,30,1,17,0,4000,1,2,9,0
1,28,1,4,1,4000,1,2,9,0
1,25,1,4,1,1400,1,2,9,0
1,25,1,4,1,1400,1,2,9,0
1,20,1,8,1,1400,1,2,9,0
1,30,2,20,0,3500,1,1,3,0
2,28,2,20,0,3500,1,1,3,0
1,28,2,17,0,3000,1,1,3,0
1,42,2,14,0,3000,1,2,3,0
1,43,2,17,0,4000,1,1,3,0
1,39,2,8,1,1400,1,2,3,0
1,53,2,17,0,4000,1,1,3,0
1,25,1,17,0,3000,1,2,3,0
1,40,2,2,1,1500,1,2,3,0
1,38,2,4,1,1400,1,2,3,0
1,39,2,14,1,1400,2,2,3,0
1,55,2,14,0,4500,1,2,9,0
1,47,2,4,1,1400,1,2,9,0
1,50,2,8,1,900,1,2,9,0
1,33,2,12,0,4000,1,2,9,0
1,45,2,12,0,6000,1,2,9,0
1,47,2,14,0,8000,1,1,9,0
1,67,2,0,1,2100,1,2,9,0
1,34,2,0,1,700,1,2,9,0
1,28,2,4,1,700,1,2,9,0
1,25,1,2,1,700,1,2,9,0
1,42,2,4,1,1500,1,2,9,0
1,23,1,8,1,800,1,2,9,0
1,48,2,0,1,1400,1,2,9,0
1,28,2,14,0,4000,1,2,1,0
1,35,2,0,1,4000,1,2,1,0
1,35,2,0,0,5000,1,2,1,0
1,40,2,20,0,8000,1,2,1,0
1,41,2,0,1,700,2,2,1,0
1,45,2,0,0,4000,1,2,1,0
1,30,1,14,1,1000,2,2,1,0
1,28,1,12,1,1000,2,2,1,0
1,38,2,12,1,800,1,2,3,0
1,30,2,12,1,1700,1,2,3,0
1,40,2,8,1,1700,1,2,3,0
1,38,2,8,1,1000,1,2,3,0
1,39,2,12,0,4000,1,1,3,0
1,25,1,8,1,1500,1,2,3,0
1,39,2,4,1,1500,1,2,3,0
1,57,2,12,0,3900,1,2,3,0
1,30,2,12,1,700,1,2,3,0
1,35,2,12,1,1400,1,2,3,0
1,38,2,8,1,1600,1,1,3,0
1,26,1,14,0,4000,1,2,9,0
1,22,1,14,0,4000,1,2,9,0
1,39,2,12,1,1000,1,2,9,0
1,26,1,17,1,800,1,2,9,0
1,40,2,8,1,1600,1,2,9,0
1,25,2,14,1,700,1,2,9,0
1,35,2,8,1,600,1,2,9,0
1,49,2,0,1,1600,1,2,9,0
1,42,2,0,1,1600,1,2,9,0
1,50,2,12,0,2800,1,1,9,0
1,22,1,8,1,1600,1,2,9,0
1,58,2,4,1,1600,1,2,9,0
1,49,2,8,1,1600,1,2,9,0
1,36,2,20,1,3000,1,1,9,0
1,30,2,17,0,3000,1,2,9,0
1,32,1,4,1,810,1,2,9,0
1,58,2,12,0,3200,1,1,9,0
1,32,2,20,0,5000,1,1,9,0
1,28,2,2,1,900,1,2,9,0
1,32,2,12,1,950,1,2,9,0
1,35,2,4,1,1200,1,2,9,0
1,32,2,4,1,1300,1,1,9,0
1,20,1,4,1,1000,1,2,9,0
1,29,2,4,1,700,1,2,9,0
1,38,2,0,1,1600,1,2,9,0
1,22,1,0,1,1600,1,1,9,0
1,58,2,8,1,700,1,2,9,0
1,29,2,8,1,700,1,2,9,0
1,28,2,12,1,700,1,2,9,0
1,33,2,8,1,1700,1,2,9,0
1,35,2,8,0,2050,1,2,9,0
1,46,2,0,1,2100,1,2,9,0
1,52,2,12,0,7500,1,1,9,0
2,28,1,20,1,375,1,2,9,0
1,55,2,8,0,6500,1,2,9,0
1,21,1,4,1,1000,1,2,9,0
1,40,2,8,0,3000,1,1,9,0
1,32,2,8,0,3750,1,1,9,0
1,26,1,17,1,600,1,2,9,0
1,45,2,2,0,2450,1,1,9,0
2,26,1,17,1,750,1,1,9,0
1,24,2,14,0,4500,1,2,3,0
1,59,2,0,1,2000,1,2,3,0
1,39,2,0,0,3000,1,2,3,0
1,48,2,0,0,3000,1,2,3,0
1,20,1,14,1,1000,2,2,3,0
1,38,2,8,1,2500,1,2,3,0
1,50,2,0,1,1800,1,2,3,0
1,38,2,2,1,1800,1,2,3,0
1,27,1,0,1,1800,1,2,3,0
1,20,1,8,1,1500,1,2,3,0
1,25,2,17,0,4750,1,1,9,0
1,32,1,17,1,500,1,2,9,0
1,48,2,0,1,1500,1,2,9,0
1,45,2,0,1,1500,1,2,9,0
1,20,1,8,1,1500,1,2,9,0
1,20,1,4,1,1500,1,2,9,0
1,25,1,4,1,1750,1,2,9,0
1,23,1,8,1,750,1,2,9,0
1,30,2,20,0,375,1,2,9,0
1,35,2,14,0,4139,1,1,9,0
1,26,2,20,0,4250,1,1,9,0
1,19,1,14,1,875,1,2,9,0
1,20,1,8,1,750,1,2,9,0
1,30,1,20,0,4000,1,2,9,0
1,42,2,0,1,1050,1,2,9,0
1,40,2,8,1,1500,1,2,9,0
1,46,2,14,1,1000,1,2,9,0
1,45,2,20,0,6062,1,1,3,0
1,30,2,17,0,8500,1,1,3,0
1,45,2,14,0,3500,1,2,9,0
1,30,2,12,1,1500,1,2,9,0
2,25,1,0,1,1000,1,2,9,0
1,37,2,12,0,4200,1,2,9,0
1,30,2,14,1,1050,1,2,9,0
1,49,2,12,0,3266,1,2,9,0
1,22,1,4,1,1167,1,2,9,0
1,48,2,12,0,3266,1,2,9,0
1,44,2,0,0,3500,1,2,9,0
1,60,2,0,1,1250,1,2,9,0
1,28,1,17,0,3750,1,1,9,0
2,27,1,20,1,375,1,1,9,0
1,37,2,20,0,7000,1,2,9,0
1,43,2,20,1,7933,1,1,9,0
2,39,2,20,0,3966,1,1,9,0
1,50,2,17,0,2800,1,2,9,0
1,40,2,20,0,4200,1,1,9,0
1,44,2,14,0,4666,1,1,9,0
1,30,1,17,0,3033,1,2,9,0
1,42,2,14,0,4200,1,1,9,0
1,48,2,17,0,2800,1,1,9,0
1,35,2,15,1,1400,1,2,9,0
1,27,1,17,0,5500,1,1,9,0
1,38,2,17,0,5000,1,1,9,0
1,52,2,12,0,3000,1,1,9,0
1,43,2,17,0,7933,1,2,9,0
1,54,3,14,0,5833,1,2,9,0
1,33,2,8,1,1750,1,2,9,0
1,40,2,12,0,4200,1,2,9,0
1,43,2,4,0,3733,1,2,9,0
1,19,1,8,1,1750,1,2,9,0
1,52,2,8,0,3733,1,2,9,0
1,45,2,20,0,5366,1,1,9,0
1,38,2,20,0,4083,1,1,9,0
1,42,2,20,0,4200,1,2,9,0
1,40,2,12,0,3966,1,2,3,0
1,48,2,8,0,3500,1,1,3,0
1,45,2,20,0,4200,1,2,3,0
2,42,2,12,0,4900,1,2,3,0
1,50,2,12,0,4200,1,2,3,0
1,49,2,2,0,3733,1,2,3,0
1,57,2,4,0,3033,1,2,3,0
1,24,1,14,0,1866,1,2,3,0
2,28,1,8,0,3033,1,2,3,0
2,25,1,8,0,840,1,2,3,0
1,45,2,4,1,2450,1,2,3,0
1,38,2,8,1,1500,1,2,9,0
1,43,2,8,1,1400,1,2,9,0
1,35,2,12,0,3266,1,2,9,0
1,63,3,0,1,960,1,2,9,0
1,23,1,8,1,1680,1,2,9,0
1,52,2,0,1,1200,1,2,9,0
1,24,1,8,1,1200,1,2,9,0
1,45,2,2,1,1400,1,2,9,0
1,29,2,8,1,1000,1,1,1,0
1,23,1,0,1,1980,1,2,2,1
1,22,1,0,1,1980,1,2,2,1
1,21,1,0,1,1980,1,2,2,1
1,21,1,0,1,1980,1,2,2,1
1,37,2,0,1,1000,1,2,1,0
2,60,3,0,1,2450,1,2,1,0
1,36,2,17,0,4200,1,1,1,0
1,43,2,14,0,4800,1,1,1,0
1,38,2,14,0,5133,1,2,1,0
1,42,2,8,0,3000,1,2,9,0
1,55,2,2,1,2300,2,2,9,0
1,46,2,0,1,500,2,2,9,0
1,25,1,8,1,700,2,2,9,0
1,44,2,0,1,2300,2,2,9,0
1,27,1,14,1,2300,2,2,9,0
1,44,2,0,1,2300,2,2,9,0
1,37,2,14,0,6000,1,2,9,0
1,38,2,0,1,1700,1,2,3,0
1,37,2,0,1,1700,1,2,3,0
1,37,2,14,0,4000,1,2,9,0
1,35,2,17,0,3500,1,1,9,0
1,40,2,0,1,2500,1,2,9,0
1,45,2,2,1,3500,1,2,9,0
2,40,2,17,0,1500,1,1,9,0
1,45,2,0,1,2500,1,2,9,0
1,48,2,17,0,4500,1,1,9,0
1,55,2,8,0,3000,1,2,9,0
1,31,2,8,1,1200,1,2,9,0
1,33,2,17,1,750,1,1,9,0
1,28,2,17,0,750,1,1,9,0
1,25,1,14,1,750,1,2,9,0
1,38,2,8,0,3500,1,2,9,0
1,45,2,0,1,700,1,2,9,0
1,29,2,4,1,2300,2,2,3,0
1,45,2,8,1,2100,2,2,3,0
1,28,2,12,1,2300,2,2,3,0
1,30,2,2,1,2200,2,2,3,0
1,36,2,17,0,4800,1,1,9,0
1,34,2,20,0,375,1,1,9,0
2,32,2,14,0,410,1,1,9,0
2,30,1,17,0,410,1,1,9,0
1,32,2,17,0,6200,1,1,9,0
2,28,2,14,0,375,1,1,9,0
1,38,1,17,0,4200,1,1,9,0
1,46,2,12,0,4200,1,1,9,0
1,62,2,2,1,1050,1,2,9,0
1,25,1,14,1,500,1,2,9,0
1,45,2,0,1,700,1,2,9,0
1,29,2,12,1,700,1,2,9,0
1,44,2,4,1,1750,1,2,9,0
1,42,2,8,0,5000,1,2,9,0
1,53,3,0,1,1750,1,2,9,0
1,34,1,0,1,1750,1,2,9,0
1,37,2,4,1,2050,1,2,9,0
1,55,2,17,0,4000,1,2,9,0
1,47,2,17,0,5500,1,1,9,0
1,19,1,4,1,1400,1,2,9,0
1,56,2,0,0,2500,1,2,9,0
1,35,2,8,0,5000,1,2,9,0
1,45,2,0,1,1200,1,2,9,0
1,50,2,0,1,1200,1,2,9,0
1,45,2,0,1,1200,1,2,9,0
1,35,2,0,1,1200,1,2,9,0
1,36,2,8,1,1200,1,2,9,0
1,53,2,17,0,5000,1,1,9,0
1,29,1,4,1,700,1,2,9,0
1,30,1,4,1,1050,1,2,9,0
1,47,2,0,1,1050,1,2,9,0
1,18,1,8,1,1050,1,2,9,0
1,29,1,17,0,7000,1,2,9,0
1,32,2,0,1,700,1,2,9,0
1,37,2,0,1,700,1,2,9,0
1,45,2,0,1,1400,1,2,9,0
1,40,2,0,1,1700,1,2,9,0
1,48,2,14,1,4000,1,1,9,0
1,35,2,12,0,6000,1,1,9,0
1,30,1,14,1,1000,1,2,9,0
1,28,1,14,1,1000,1,2,9,0
1,26,1,14,1,1000,1,2,9,0
1,42,2,17,0,4500,1,1,3,0
1,39,2,8,1,1400,1,2,3,0
1,63,2,0,1,1100,1,2,3,0
1,31,2,8,1,1400,1,2,3,0
1,58,2,8,0,2500,1,1,3,0
1,35,1,8,1,1200,1,2,3,0
1,30,1,8,1,1200,1,2,3,0
1,27,1,8,1,1200,1,2,3,0
1,40,2,14,0,2000,1,1,3,0
1,35,2,0,1,700,1,2,9,0
1,45,2,0,1,700,1,2,3,0
1,28,1,8,1,700,1,2,3,0
1,26,1,8,1,700,1,2,3,0
1,22,1,8,1,700,1,2,3,0
1,19,1,8,1,700,1,2,3,0
1,50,2,0,1,1500,1,2,9,0
1,30,1,8,1,1500,1,2,9,0
1,28,1,8,1,1500,1,2,9,0
1,25,1,8,1,1500,1,2,9,0
1,45,2,0,1,1400,1,2,9,0
1,45,2,12,0,5000,1,1,9,0
1,40,2,14,0,2000,1,1,9,0
1,35,1,0,1,1700,1,2,9,0
1,30,1,0,1,1700,1,2,9,0
1,45,2,0,1,1700,1,2,9,0
1,37,2,12,0,4500,1,1,3,0
1,42,2,14,0,6500,1,2,3,0
1,37,2,14,1,2100,2,2,3,0
1,36,2,0,1,2100,2,2,3,0
1,40,2,0,0,2500,1,1,3,0
1,37,2,14,0,6000,1,2,3,0
1,43,2,12,1,1200,2,2,3,0
1,45,2,0,1,1900,2,2,3,0
1,38,2,0,1,2500,2,2,3,0
1,37,2,14,0,4000,1,2,9,0
1,31,2,4,1,1050,1,2,9,0
1,50,2,17,0,5210,1,1,9,0
1,39,2,17,0,4130,1,1,9,0
1,45,2,14,0,3100,1,1,9,0
1,48,2,20,0,4800,1,1,3,0
1,25,1,20,0,350,1,1,3,0
1,40,1,0,1,680,1,2,3,0
1,35,1,0,1,680,1,2,3,0
1,30,1,20,0,4200,1,1,3,0
1,19,1,8,1,500,1,2,3,0
1,19,1,8,1,460,1,2,3,0
1,17,1,8,1,700,1,2,3,0
1,45,2,17,0,4200,1,1,3,0
1,37,2,0,1,880,1,2,3,0
1,20,1,4,1,1400,1,2,3,0
1,18,1,2,1,1400,1,2,3,0
1,48,2,8,0,3000,1,1,3,0
1,48,2,8,0,500,1,1,3,0
1,21,2,8,1,650,1,2,3,0
1,40,2,17,0,5000,1,1,3,0
2,27,1,20,0,4200,1,1,3,0
1,21,1,8,1,800,1,2,3,0
1,38,2,17,1,1000,1,2,3,0
1,45,2,0,1,750,1,2,3,0
1,21,1,8,1,625,1,2,3,0
1,21,1,8,1,250,1,2,3,0
1,22,2,8,1,850,1,2,3,0
1,45,2,0,0,4000,1,2,3,0
1,45,2,0,0,667,1,2,3,0
1,35,2,20,0,4500,1,2,3,0
1,35,2,20,0,750,1,2,3,0
1,25,1,17,0,3500,1,2,3,0
1,25,1,17,0,583,1,2,3,0
1,57,2,12,0,4500,1,2,3,0
1,57,2,12,0,750,1,2,3,0
1,56,2,12,0,8000,1,2,3,0
1,56,2,12,0,3200,1,2,3,0
1,45,2,0,1,1200,1,2,3,0
1,18,1,4,1,2100,1,2,3,0
1,48,2,14,0,4500,1,2,3,0
1,48,2,14,0,750,1,2,3,0
1,33,2,17,0,4625,1,1,3,0
1,22,2,12,1,1125,1,2,3,0
1,38,2,12,0,4500,1,2,3,0
1,29,2,0,1,1650,1,2,3,0
1,28,1,20,0,5000,1,2,3,0
1,45,2,0,1,600,1,2,3,0
1,34,2,20,0,500,1,2,3,0
1,35,2,17,0,4250,1,1,1,0
1,35,2,17,0,708,1,1,1,0
1,47,3,0,1,1800,1,2,1,0
1,25,2,0,1,1800,1,2,1,0
1,32,2,0,1,1750,1,2,1,0
1,50,2,8,0,4000,1,2,3,0
1,50,2,8,0,667,1,2,3,0
1,49,2,14,0,5367,1,2,3,0
1,44,2,14,0,3500,1,2,3,0
1,30,1,17,0,2200,1,2,3,0
1,44,2,14,0,3500,1,1,3,0
1,48,2,17,0,8400,1,2,9,0
1,43,2,17,0,4666,1,2,9,0
1,40,2,20,0,4200,1,2,9,0
1,50,2,4,1,2000,1,2,9,0
1,44,2,20,0,6067,1,1,9,0
1,42,2,14,0,3733,1,1,9,0
1,47,2,20,0,7500,1,2,9,0
1,45,2,17,0,6066,1,1,9,0
1,40,2,14,0,3500,1,1,9,0
1,49,2,20,0,7500,1,2,9,0
1,27,1,20,0,9333,1,2,9,0
1,43,2,0,1,1540,1,2,9,0
1,42,2,0,1,840,1,2,9,0
1,30,1,8,1,1650,1,2,9,0
1,22,1,8,0,2875,1,2,9,0
1,46,2,14,0,4750,1,2,9,0
1,46,2,17,0,5367,1,1,9,0
1,40,2,14,0,3500,1,1,9,0
1,44,2,14,0,5000,1,1,3,0
1,30,1,17,0,3000,1,2,3,0
1,44,2,20,0,4500,1,1,3,0
1,30,2,17,0,3100,1,2,3,0
1,44,2,17,0,5600,1,1,3,0
1,40,2,14,0,3373,1,1,3,0
1,44,2,17,0,5000,1,1,3,0
1,55,2,12,0,6000,1,2,9,0
1,38,2,20,0,7200,1,2,9,0
1,25,1,8,0,3500,1,2,9,0
1,30,1,17,0,4666,1,2,3,0
1,51,2,20,0,5133,1,2,3,0
1,30,2,14,1,1400,1,2,3,0
1,50,2,4,0,5296,1,2,3,0
1,52,2,0,1,1400,1,2,9,0
1,36,2,0,1,1950,1,2,9,0
1,48,2,0,1,850,1,2,9,0
1,26,1,8,1,1750,1,2,9,0
1,40,2,17,0,5833,1,1,3,0
1,50,2,20,0,4900,1,1,3,0
1,42,2,17,0,4200,1,2,3,0
1,39,2,17,0,4667,1,1,3,0
1,28,2,8,1,1400,1,2,1,0
2,29,2,12,1,1000,1,1,1,0
1,26,2,8,1,800,1,2,1,0
1,55,2,8,0,1500,1,2,1,0
1,43,2,0,0,750,1,1,1,0
1,32,2,8,0,2500,1,1,1,0
1,40,2,0,0,5500,1,1,1,0
1,48,2,0,1,2200,1,2,1,0
1,27,1,0,1,2100,1,2,1,0
1,22,1,17,1,2000,1,2,1,0
1,48,2,17,0,8000,1,1,1,0
1,58,2,14,0,5000,1,1,1,0
1,52,2,0,1,2200,1,2,1,0
1,50,2,14,0,3500,1,1,9,0
1,60,2,17,0,1000,1,1,9,0
1,60,2,17,0,7000,1,1,9,0
1,40,2,12,1,1200,1,2,9,0
1,45,2,4,1,1200,1,2,9,0
1,40,2,4,1,1300,1,2,9,0
1,20,1,8,1,1200,1,2,9,0
1,43,2,0,1,1200,1,2,9,0
1,45,2,0,0,3500,1,1,9,0
1,50,2,0,1,1700,1,2,9,0
1,37,2,0,1,2900,1,2,9,0
1,40,2,0,1,2900,1,2,9,0
1,40,2,2,1,2200,1,2,9,0
1,48,2,17,0,5000,1,1,9,0
1,50,2,0,1,1500,1,2,9,0
1,30,1,8,1,1500,1,2,9,0
1,27,1,8,1,1500,1,2,9,0
1,25,1,8,1,1500,1,2,9,0
1,20,1,8,1,1500,1,2,9,0
1,37,2,2,1,1600,1,2,9,0
1,50,2,0,1,1300,1,2,9,0
1,55,2,17,0,3500,1,1,9,0
1,35,2,0,1,2100,1,2,9,0
1,45,2,2,1,1800,1,2,9,0
1,35,2,0,1,2100,1,2,9,0
1,50,2,14,0,5000,1,1,9,0
1,45,2,2,1,2700,1,2,9,0
1,45,2,0,1,2900,1,2,9,0
1,45,2,0,1,6000,1,2,9,0
1,55,2,8,1,4500,1,2,9,0
1,50,2,0,1,3000,1,2,9,0
1,55,2,0,1,2900,1,2,9,0
1,43,2,4,1,5500,1,2,9,0
1,36,2,4,1,1050,1,2,9,0
1,30,2,8,1,1050,1,2,9,0
1,41,2,8,1,3000,1,1,9,0
1,35,2,0,1,1350,1,2,9,0
1,44,2,17,0,5250,1,1,9,0
1,27,1,17,0,750,1,1,9,0
1,39,2,4,1,1900,1,2,9,0
1,45,2,17,0,5000,1,1,9,0
1,25,2,8,1,1200,1,2,9,0
1,22,1,17,1,1400,1,2,9,0
1,58,2,8,0,1500,1,1,9,0
1,35,2,12,1,1200,1,2,9,0
1,35,2,2,1,1200,1,2,9,0
1,55,2,14,0,4000,1,1,9,0
1,27,2,17,1,1300,1,2,9,0
1,25,2,17,1,1300,1,2,9,0
1,16,1,8,1,1050,1,2,9,0
1,55,2,0,1,1700,1,2,9,0
1,37,2,0,1,2600,1,2,9,0
1,37,2,0,1,2500,1,2,9,0
1,36,2,0,1,2500,1,2,9,0
1,42,2,14,0,4000,1,1,9,0
1,48,2,14,0,4000,1,1,9,0
1,37,2,0,1,2600,1,2,9,0
1,36,2,17,0,8000,1,2,9,0
1,41,2,0,1,3100,1,2,9,0
1,30,1,17,1,2200,2,2,9,0
1,37,2,0,1,2300,1,2,9,0
1,25,1,12,1,2300,2,2,9,0
1,41,2,4,1,2700,2,2,9,0
1,55,2,14,0,7000,1,2,9,0
1,30,2,0,1,1400,1,2,9,0
1,32,2,0,1,1400,1,2,9,0
1,52,2,17,0,6000,1,2,9,0
1,32,2,0,1,1400,1,2,9,0
1,28,2,0,1,1400,1,2,9,0
1,49,2,12,1,3000,1,1,9,0
1,51,2,12,0,4250,1,2,9,0
1,48,2,12,0,3100,1,2,9,0
1,22,1,12,1,655,1,2,9,0
1,18,1,12,1,655,1,2,9,0
1,49,2,20,0,3000,1,1,9,0
1,44,2,20,0,3000,1,1,9,0
1,47,2,0,1,1300,1,2,9,0
1,33,2,12,1,1500,1,2,9,0
1,43,2,17,1,3250,1,1,9,0
2,21,1,14,1,750,1,1,9,0
1,30,2,17,0,750,1,1,9,0
1,34,2,12,1,1200,1,2,9,0
1,48,2,0,1,2500,1,2,9,0
1,37,2,0,1,2300,1,2,9,0
1,42,2,4,0,4000,1,2,9,0
1,46,2,12,1,3000,1,2,9,0
1,55,2,20,1,5000,1,1,9,0
1,30,2,17,1,200,1,2,9,0
1,48,2,0,1,2300,1,2,9,0
1,52,2,0,1,2500,1,2,9,0
1,32,2,8,1,2700,1,2,9,0
1,55,2,17,0,7000,1,1,9,0
1,45,2,17,0,7000,1,1,9,0
1,37,2,2,1,1680,1,2,9,0
1,39,2,12,0,3000,1,1,9,0
1,50,2,0,1,1680,1,2,9,0
1,37,2,2,1,1680,1,2,9,0
1,26,2,17,0,3100,1,1,1,0
1,45,2,12,0,6500,1,2,1,0
1,45,2,12,0,1083,1,2,1,0
1,30,2,0,1,640,1,2,1,0
1,40,2,0,1,840,1,2,1,0
1,25,2,4,1,1600,1,2,1,0
1,42,2,14,0,8000,1,2,9,0
1,46,2,17,0,7000,1,2,9,0
1,38,2,12,0,6500,1,2,9,0
2,33,2,12,1,110,2,2,9,0
1,45,2,14,0,5000,1,2,9,0
1,42,2,17,0,4000,1,2,9,0
1,45,2,17,0,4000,1,1,9,0
1,58,2,14,0,6350,1,1,9,0
1,31,2,20,0,5250,1,1,9,0
1,38,2,20,0,7522,1,1,9,0
2,30,2,20,0,4050,1,1,9,0
1,58,2,0,1,1400,1,2,9,0
1,30,2,20,0,6000,1,2,9,0
1,25,2,0,1,800,1,2,9,0
1,26,1,20,1,500,1,2,9,0
1,39,2,20,0,8100,1,1,9,0
2,38,2,14,0,3750,1,1,9,0
1,42,2,17,0,6000,1,2,9,0
1,35,2,17,0,5000,1,2,9,0
1,33,2,12,0,3600,1,2,9,0
1,25,1,8,1,800,1,2,9,0
1,20,1,12,1,800,1,2,9,0
1,42,2,17,0,8750,1,1,9,0
2,40,2,17,0,4000,1,1,9,0
1,36,2,17,0,5750,1,1,9,0
2,34,2,17,0,4521,1,1,9,0
1,65,3,0,1,1400,1,2,9,0
1,45,2,17,0,6000,1,2,9,0
1,55,2,12,0,4000,1,2,9,0
1,40,2,12,1,600,1,2,9,0
1,45,2,20,0,12000,1,2,9,0
1,38,2,17,0,10000,1,2,9,0
1,26,1,8,1,933,1,2,9,0
1,37,2,20,0,4750,1,2,9,0
1,48,2,0,1,1700,1,2,9,0
1,22,1,8,1,1260,1,2,9,0
1,47,2,20,1,1167,1,2,9,0
1,45,2,20,0,7467,1,2,9,0
1,48,2,8,0,4250,1,2,9,0
1,33,2,0,1,1610,1,2,9,0
1,30,2,17,1,700,1,2,9,0
1,50,2,20,0,5000,1,2,9,0
1,50,2,20,0,8000,1,2,9,0
1,50,2,20,0,1333,1,2,9,0
1,43,2,17,0,6000,1,1,9,0
1,43,2,17,0,1000,1,1,9,0
1,34,2,14,1,5000,1,1,9,0
1,46,2,17,0,5833,1,1,9,0
1,40,2,12,0,3500,1,1,9,0
1,44,2,14,0,4700,1,1,9,0
1,31,1,17,0,3500,1,2,9,0
1,42,2,14,0,4500,1,2,9,0
1,41,2,12,0,7928,1,2,9,0
1,33,2,17,1,1750,1,2,9,0
1,60,2,0,1,1700,1,2,9,0
1,38,2,4,1,1700,1,2,9,0
1,53,2,12,0,4433,1,2,9,0
1,24,1,12,1,1700,1,2,9,0
1,48,2,20,0,5133,1,2,9,0
1,35,2,12,0,3850,1,2,9,0
1,30,1,12,1,2000,1,2,9,0
1,49,2,17,0,6300,1,1,9,0
1,40,2,17,0,6066,1,1,9,0
1,43,2,20,0,5833,1,1,9,0
1,47,2,14,0,3500,1,1,9,0
1,44,2,14,0,5500,1,1,9,0
1,30,1,17,0,3500,1,2,9,0
1,42,2,8,0,4433,1,2,9,0
1,46,2,8,0,3500,1,2,9,0
1,35,2,0,1,1610,1,2,9,0
1,56,2,20,0,7466,1,2,9,0
1,38,2,8,1,5133,1,2,9,0
1,49,2,0,1,1750,1,2,9,0
1,37,2,0,0,3850,1,2,9,0
1,45,2,0,1,1910,1,2,9,0
1,45,2,20,0,6066,1,2,9,0
1,35,2,8,1,1750,1,2,9,0
1,46,2,0,1,700,1,2,9,0
1,46,2,12,0,3500,1,2,9,0
1,23,1,12,1,1900,1,2,9,0
1,48,2,8,0,3733,1,2,9,0
1,23,1,8,1,1400,1,2,9,0
1,40,2,20,0,6300,1,1,3,0
1,31,2,20,0,8166,1,1,1,0
1,48,2,14,0,5600,1,1,1,0
1,55,2,17,0,5000,1,2,1,0
1,56,2,14,0,8000,1,2,1,0
1,32,2,14,0,5000,1,2,1,0
1,55,2,20,0,10000,1,2,1,0
1,43,2,17,0,6000,1,2,1,0
1,50,2,12,0,6000,1,2,1,0
1,35,2,8,0,2500,1,2,1,0
1,30,4,14,1,2500,1,2,1,0
1,37,4,20,1,3750,1,2,1,0
1,32,2,2,0,12000,1,2,1,0
1,25,1,12,0,3000,1,2,1,0
1,56,2,2,1,15000,1,1,1,0
1,36,2,17,0,7000,1,2,1,0
1,20,1,12,1,4900,1,2,1,0
2,26,1,12,1,4900,1,2,1,0
1,40,2,0,1,1750,1,2,9,0
1,50,2,8,0,11900,1,2,1,0
1,41,2,20,0,7500,1,1,1,0
1,41,2,20,0,13500,1,1,1,0
2,39,2,20,0,15250,1,1,1,0
1,54,2,20,0,11225,1,2,1,0
1,28,1,20,0,8500,1,2,1,0
1,36,2,17,0,11500,1,2,1,0
2,27,2,17,0,4500,1,2,1,0
1,40,2,14,0,3500,1,2,2,1
1,42,2,2,0,3500,1,2,2,1
1,32,2,14,0,4000,1,2,1,0
1,35,2,17,0,6000,1,2,1,0
1,34,2,12,0,4500,1,2,1,0
2,51,3,0,1,750,2,2,1,0
2,40,4,0,1,750,2,2,1,0
1,47,2,8,1,6000,1,1,1,0
1,45,2,14,1,2000,1,2,1,0
1,30,2,0,1,1250,1,2,1,0
1,31,2,17,1,6000,1,1,1,0
1,35,2,17,1,6000,1,1,1,0
1,38,2,14,1,6000,1,1,1,0
1,50,2,4,1,4000,1,1,1,0
1,34,2,12,0,6000,1,2,1,0
1,48,2,12,0,4500,1,1,1,0
1,55,2,14,0,5200,1,1,1,0
1,48,2,17,0,6300,1,1,1,0
1,40,2,14,1,10000,1,2,1,0
1,48,2,12,1,5000,1,2,1,0
1,45,2,12,1,800,1,2,1,0
2,40,2,12,1,1200,1,2,1,0
1,32,2,17,0,5000,1,2,9,0
1,35,2,8,0,6428,1,2,9,0
1,32,2,17,0,3714,1,2,1,0
1,38,2,17,0,5714,1,2,9,0
1,35,2,17,0,6000,1,2,1,0
1,47,2,17,1,8000,1,2,1,0
1,46,2,17,1,8000,1,2,1,0
1,35,2,17,0,2500,1,2,1,0
1,40,2,14,0,2000,2,2,1,0
1,47,2,17,0,2000,1,2,1,0
1,28,2,14,0,2000,1,2,1,0
1,60,2,0,0,2000,1,2,1,0
1,52,2,12,1,1050,2,2,9,0
2,40,2,8,1,1050,2,2,9,0
1,42,2,8,1,1050,2,2,9,0
2,35,2,4,1,1050,2,2,9,0
1,53,2,0,1,1050,2,2,9,0
2,47,2,0,1,1050,2,2,9,0
1,50,2,0,1,1500,1,2,9,0
1,28,1,2,1,2000,1,2,9,0
1,30,2,0,1,1600,1,2,9,0
1,40,2,0,1,1200,1,2,1,0
1,26,2,0,1,700,1,2,1,0
2,20,1,0,1,750,1,2,1,0
1,58,2,20,0,12500,1,1,1,0
1,35,1,17,0,750,1,1,1,0
1,30,2,0,1,1400,1,2,9,0
1,46,2,0,1,1400,1,2,2,1
2,24,1,4,1,1050,2,2,2,1
2,20,1,4,1,625,1,2,2,1
1,16,1,4,1,1400,1,2,2,1
2,17,1,4,1,700,1,2,1,0
2,25,1,17,1,1862,1,1,1,0
2,20,1,17,1,1862,1,1,1,0
